chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr13	116837387	116837387	+	1.16701656691113e-17	3.73005626303877e-15	-75.5555555555556	uc.158	Parp8	(+188135)
chr13	116863435	116863435	+	1.94823295418064e-14	2.23950310262672e-12	-82.051282051282	uc.159	Parp8	(+162087),
chr14	55834959	55834959	+	3.87992223496254e-13	2.95232689805294e-11	-77.3584905660377	uc.164	Nynrin	(-19156)
chr14	65178228	65178228	-	8.94263314875888e-14	8.33243110562679e-12	-85.3658536585366	uc.167	Extl3	(-80124)
chr15	58979668	58979668	+	3.68454961557964e-16	7.37529277823783e-14	-80.9523809523809	uc.182	Mtss1	(+102358)
chr15	76106435	76106435	+	1.25965109946611e-12	8.15658205229748e-11	76.4705882352941	uc.186	Nrbp2	(-16423)
chr15	95789945	95789945	-	1.05384995473664e-14	1.31640132013756e-12	-77.5510204081633	uc.198	Ano6	(-898)
chr15	98867506	98867506	+	3.46176759422047e-22	4.5516990475482e-19	-76.0710553814002	uc.201	Prkag1	(-35999)
chr16	11053999	11053999	-	8.52163862863015e-16	1.52725038598349e-13	-87.5	uc.207	Snn	(-12299)
chr16	42835839	42835839	-	2.46373098458926e-14	2.74120805484344e-12	-77.0940170940171	uc.215	Gap43	(-495189)
chr16	92225685	92225685	-	6.25426005489873e-24	1.45865078470765e-20	-94.8717948717949	uc.217	Kcne2	(-66704)
chr17	5959209	5959209	+	2.41667940309901e-17	6.9803911298091e-15	-76.1047463175123	uc.220	Synj2	(+17930)
chr17	25382513	25382513	-	1.5505036302668e-15	2.51924358613474e-13	80.4878048780488	uc.227	Cacna1h	(+51270)
chr17	28858687	28858687	-	1.73189739216441e-16	3.87460822323199e-14	80.3659080767515	uc.229	Pnpla1	(+277),
chr17	28902981	28902981	+	3.50748094099131e-19	1.80202016489601e-16	-100	uc.230	Pnpla1	(+44571)
chr17	29852454	29852454	+	5.74490023516079e-22	7.03675404363258e-19	-75.9259259259259	uc.231	Ccdc167	(-135446)
chr17	29854358	29854358	-	1.28323027384846e-12	8.28316423082266e-11	-77.2791023842917	uc.232	Ccdc167	(-137350),
chr18	60750619	60750619	-	3.84098600190782e-21	3.61225827753091e-18	-85.7142857142857	uc.254	Ndst1	(-37231)
chr18	61482357	61482357	+	5.61815104511032e-16	1.0632062656208e-13	89.2857142857143	uc.255	Ppargc1b	(-81927)
chr18	64911841	64911841	-	5.0545216091787e-20	3.35932593271481e-17	85.2941176470588	uc.257	Alpk2	(+482046)
chr19	44450724	44450724	-	2.26723395172658e-16	4.88358285036224e-14	-79.0223065970574	uc.276	Wnt8b	(-42748)
chr19	47338809	47338809	-	1.46575515528328e-10	4.7185985191981e-09	76.6666666666667	uc.277	Sh3pxd2a	(+125602)
chr19	56293750	56293750	+	6.29542399513326e-19	2.96529412234555e-16	78.7179487179487	uc.281	Nrap	(+96287)
chr2	30992295	30992295	-	1.03685204531353e-16	2.48194091924903e-14	-81.9047619047619	uc.287	Usp20	(+10017)
chr2	31803706	31803706	+	9.01847544379975e-14	8.38619914733797e-12	-84.995340167754	uc.288	Abl1	(+115156)
chr2	32633922	32633922	-	8.62383802865256e-10	2.12413098845584e-08	-76.6666666666667	uc.290	Ak1	(+4419)
chr2	32633922	32633922	-	8.62383802865256e-10	2.12413098845584e-08	-76.6666666666667	uc.290	Eng	(-12673)
chr2	34558985	34558985	-	5.74775428421981e-17	1.48060965479825e-14	80.4878048780488	uc.291	Gapvd1	(+196247)
chr2	59706967	59706967	-	1.05650781783573e-15	1.82395838258885e-13	85.7142857142857	uc.297	Wdsub1	(+175617)
chr2	59706971	59706971	-	1.05650781783573e-15	1.82395838258885e-13	85.7142857142857	uc.298	Wdsub1	(+175613),
chr2	76899649	76899649	+	2.29432526504548e-17	6.6931808086999e-15	93.8095238095238	uc.305	Ttn	(+80533)
chr2	91261348	91261348	-	5.90886402974091e-13	4.24033563112293e-11	-76.6666666666667	uc.311	Arfgap2	(-3945)
chr2	145851387	145851387	-	6.23998747739826e-15	8.32497388678377e-13	-76.9230769230769	uc.321	Rin2	(+65272)
chr2	160382865	160382865	-	1.80367104722549e-32	6.2549729150889e-28	-98.0769230769231	uc.327	Top1	(-263023),
chr2	160530984	160530984	+	1.35813774093818e-14	1.63787089956347e-12	-77.7272727272727	uc.328	Top1	(-114904)
chr2	163339771	163339771	+	1.96489873268113e-13	1.64014468975283e-11	-76.140350877193	uc.329	Jph2	(+58178)
chr2	163339803	163339803	+	7.24302942331138e-21	6.23086894782551e-18	77.9220779220779	uc.330	Jph2	(+58146),
chr2	163339838	163339838	+	2.63922473787469e-23	4.99800671252641e-20	83.1168831168831	uc.331	Jph2	(+58111),
chr2	164580959	164580959	-	6.16650682085325e-21	5.40534711612604e-18	87.3239436619718	uc.333	Wfdc6a	(+4218)
chr2	166139751	166139751	-	2.7214401995669e-16	5.6875123458219e-14	-89.0909090909091	uc.336	Ncoa3	(+147115)
chr2	174110999	174110999	+	2.48754803904327e-17	7.15900274753525e-15	83.4564860426929	uc.342	Npepl1	(+651)
chr2	174671855	174671855	-	1.96586413672422e-10	6.06129745865065e-09	80	uc.343	Zfp831	(+28322)
chr3	108187638	108187638	-	4.28200256027054e-17	1.14835063296128e-14	-77.4193548387097	uc.360	Amigo1	(+1281)
chr4	119096953	119096953	+	7.62187079221905e-19	3.49225156981095e-16	-78.5571808510638	uc.379	Slc2a1	(-11758)
chr4	133535615	133535615	+	2.15960557418007e-13	1.77629946526269e-11	-76.4705882352941	uc.391	Nudc	(+10381)
chr4	134586300	134586300	+	4.34571325563491e-21	4.02552313141362e-18	-80	uc.393	Man1c1	(+117990)
chr4	144927277	144927277	+	1.42641003103557e-14	1.71016934020712e-12	-78.0487804878049	uc.396	Vps13d	(+267728)
chr4	150104596	150104596	+	2.16734904729798e-15	3.35543585074885e-13	-77.8846153846154	uc.400	Gpr157	(+17232)
chr4	152242115	152242115	-	4.54629643883628e-14	4.66368115389646e-12	-77.7777777777778	uc.402	Gpr153	(-32247)
chr5	20092111	20092111	-	3.43869216705539e-11	1.37732854185253e-09	77.6735459662289	uc.410	Magi2	(+865061)
chr5	24381374	24381374	-	8.93585613397622e-16	1.58991641687185e-13	-79.1090629800307	uc.412	Nos3	(+16565)
chr5	25195997	25195997	+	7.3225550736078e-14	7.01854646331261e-12	-77.807486631016	uc.413	Galntl5	(+14538)
chr5	25299341	25299341	+	1.41661754759902e-15	2.33590744406838e-13	-76.4367816091954	uc.414	Kmt2c	(+199404)
chr5	38538652	38538652	+	7.41292542918266e-16	1.35658970371924e-13	85.5194805194805	uc.418	Wdr1	(+23154)
chr5	52580635	52580635	-	5.45918820036963e-17	1.41746265765702e-14	-75.8241758241758	uc.421	Sepsecs	(+89073)
chr5	127352436	127352436	+	5.98598153134055e-19	2.8436792692731e-16	81.25	uc.444	Slc15a4	(+264980)
chr5	127404153	127404153	+	1.46869680332577e-13	1.27896784633972e-11	-76.7123287671233	uc.445	Slc15a4	(+213263),
chr5	127443701	127443701	+	3.86040023302693e-20	2.67156100351886e-17	96.551724137931	uc.446	Slc15a4	(+173715),
chr6	31527234	31527234	+	4.25790857391638e-15	5.97815922757587e-13	-78.3143939393939	uc.461	Podxl	(+36747)
chr6	91787168	91787168	-	1.54509481198919e-18	6.45086919128009e-16	77.1428571428572	uc.469	Grip2	(+20288)
chr6	91787168	91787168	-	1.54509481198919e-18	6.45086919128009e-16	77.1428571428572	uc.469	Slc6a6	(+103116)
chr6	108238138	108238138	+	1.20580450236197e-12	7.86074058171231e-11	80.7692307692308	uc.472	Itpr1	(+25043)
chr6	126997928	126997928	-	8.51415706622268e-22	1.00515232568093e-18	-92.9577464788732	uc.479	D6Wsu163e	(+57963)
chr6	127119388	127119388	-	7.26121133414004e-23	1.17806988150488e-19	-89.6551724137931	uc.480	Ccnd2	(+31672)
chr6	128805655	128805655	+	2.40140445120992e-14	2.68370107794282e-12	82.3348694316436	uc.481	Klrb1c	(-17015)
chr6	146514949	146514949	+	9.69609382736345e-19	4.29029697436404e-16	80	uc.488	Itpr2	(-13038)
chr7	11264811	11264811	+	2.13832359178437e-16	4.63832279781907e-14	-80.4705882352941	uc.492	Zscan4e	(+45871)
chr7	19416918	19416918	+	1.71892407925028e-28	1.64443527363071e-24	96.3636363636364	uc.498	Ckm	(+5894)
chr7	19416918	19416918	+	1.71892407925028e-28	1.64443527363071e-24	96.3636363636364	uc.498	Mark4	(+41903)
chr7	25244757	25244757	-	3.16402899813644e-15	4.62124766054336e-13	-79.064039408867	uc.501	Erf	(+6004)
chr7	66335365	66335365	+	2.6550083731879e-19	1.4165132391579e-16	86.1111111111111	uc.513	Chsy1	(+225851)
chr7	91820857	91820857	-	4.19436827221047e-21	3.91144903572928e-18	-81.25	uc.520	Ccdc90b	(-740292)
chr7	115511945	115511945	-	3.80967903398446e-15	5.42990293589624e-13	-80.3921568627451	uc.530	Sox6	(+483141)
chr7	136349784	136349784	-	2.23625058720159e-19	1.23097155552048e-16	76.2337662337662	uc.533	Mgmt	(-544830),
chr7	136571093	136571093	+	9.32207658933865e-16	1.64050205270233e-13	-80.3921568627451	uc.534	Mgmt	(-323521),
chr7	137149084	137149084	-	5.23000958171132e-18	1.87222857113054e-15	-86.1111111111111	uc.535	Ebf3	(+164902)
chr7	137149084	137149084	-	5.23000958171132e-18	1.87222857113054e-15	-86.1111111111111	uc.535	Mgmt	(+254471)
chr8	19314907	19314907	-	8.03150483275998e-13	5.54669751389244e-11	76.463700234192	uc.544	Defb8	(+132699)
chr8	25445895	25445895	-	2.92057449039951e-23	5.42742422134099e-20	-86.3636363636364	uc.545	Fgfr1	(-72864)
chr8	83866983	83866983	-	7.04475948656761e-17	1.76713256448331e-14	-84	uc.555	Adgrl1	(-33122)
chr8	95584876	95584876	-	9.09400233678034e-16	1.60801540253841e-13	84.7826086956522	uc.559	Gins3	(-48577)
chr8	125370602	125370602	-	7.59505827343936e-27	4.68248810786576e-23	-83.0449069003286	uc.574	Sipa1l2	(+199206)
chr9	44513875	44513875	-	8.27637553251637e-22	9.82883126008472e-19	84	uc.579	Bcl9l	(+26629)
chr9	57539308	57539308	-	2.0657397641316e-11	8.91921777682993e-10	79.0790790790791	uc.582	Mpi	(+13455)
chr9	63747649	63747649	+	8.70118950887429e-13	5.94653758648584e-11	-86.1111111111111	uc.585	Smad3	(+10345)
chrX	48285810	48285810	-	1.22522319888722e-17	3.88921422179515e-15	77.2727272727273	uc.606	Utp14a	(+28949)
chrX	82482429	82482429	-	7.26315324744969e-13	5.07694192030574e-11	-79.4117647058824	uc.611	Dmd	(-466474)
chrX	105957465	105957465	-	1.59284922146125e-15	2.57747976598944e-13	-78.2330345710627	uc.617	Magt1	(+54441)
