chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr1	91068601	91068601	+	3.76076646057654e-12	1.3468353715625e-10	42.0878601794993	uc.618	Rbm44	(-76502),
chr1	91090498	91090498	-	8.89791602820219e-08	7.87289912454261e-07	53.7112010796221	uc.619	Rbm44	(-54605),
chr1	91108698	91108698	+	5.23718814118654e-14	3.29730267104927e-12	-57.535903250189	uc.620	Rbm44	(-36405),
chr1	91145189	91145189	-	2.99674856068227e-16	3.66468484367664e-14	-66.1971830985916	uc.621	Rbm44	(+87)
chr1	127067599	127067599	-	4.16039847934796e-05	0.000144298117229844	-42.2174840085288	uc.811	Mgat5	(-137419),
chr1	127067599	127067599	-	4.16039847934796e-05	0.000144298117229844	-42.2174840085288	uc.811	Nckap5	(-236968)
chr1	127262348	127262348	-	1.02353096519606e-09	1.70781510209987e-08	-43.7700534759358	uc.812	Mgat5	(+57331),
chr1	127482663	127482663	+	4.83909323343803e-10	8.93307373730464e-09	41.4634146341463	uc.813	Mgat5	(+277646),
chr1	127557960	127557960	-	8.81145316470016e-20	2.83556815454776e-17	-62.1925133689839	uc.814	Mgat5	(+352943),
chr1	127674040	127674040	+	6.61436826477139e-09	8.49392405724185e-08	70.0854700854701	uc.815	Mgat5	(+469023),
chr1	127674055	127674055	+	6.17454174742402e-17	8.97302764373276e-15	94.4444444444444	uc.816	Mgat5	(+469038),
chr1	127674075	127674075	+	1.07797507931955e-16	1.47853726424145e-14	94.2857142857143	uc.817	Mgat5	(+469058),
chr1	127674285	127674285	+	0.000233065173906181	0.000610151869990414	46.3675213675214	uc.818	Mgat5	(+469268),
chr1	127676371	127676371	-	1.91484605288419e-19	5.66127469938821e-17	67.2150411280846	uc.819	Mgat5	(+471354),
chr1	127676404	127676404	-	2.46633370037521e-17	4.02139654504134e-15	62.1034077555817	uc.820	Mgat5	(+471387)
chr1	132335905	132335905	+	3.22826851602611e-08	3.3186464803151e-07	-47.0588235294118	uc.854	Nuak2	(+19780),
chr1	132335949	132335949	+	8.56193563418258e-09	1.0617056052637e-07	-60.0569259962049	uc.855	Nuak2	(+19824),
chr1	132346430	132346430	+	8.94630734446555e-08	7.91049183243672e-07	-61.2987012987013	uc.856	Nuak2	(+30305),
chr1	132357577	132357577	+	7.25209106777109e-19	1.81822215672477e-16	40.1838235294118	uc.857	Nuak2	(+41452),
chr1	132357607	132357607	-	4.61795748318401e-14	2.95523733266448e-12	-60.8568075117371	uc.858	Nuak2	(+41482),
chr1	132388422	132388422	-	2.65716279099252e-11	7.31096865549891e-10	-65.1162790697674	uc.859	Nuak2	(+72297),
chr1	132388685	132388685	-	4.66806284209955e-07	3.23325750425623e-06	-55.3206483439042	uc.860	Nuak2	(+72560),
chr1	132388717	132388717	-	9.10439109470056e-06	4.01802181177414e-05	-50.1761804087385	uc.861	Nuak2	(+72592),
chr1	132389971	132389971	+	1.15772265345284e-11	3.56800481716044e-10	-59.0080971659919	uc.862	Nuak2	(+73846),
chr1	132390009	132390009	-	9.22232556091515e-22	5.06095465431631e-19	-58.343797086891	uc.863	Nuak2	(+73884)
chr1	133068889	133068889	-	5.35529132089169e-10	9.73986453040718e-09	-55.7692307692308	uc.887	Pik3c2b	(+22878),
chr1	133068889	133068889	-	5.35529132089169e-10	9.73986453040718e-09	-55.7692307692308	uc.887	Ppp1r15b	(-62254),
chr1	133068926	133068926	-	7.82525073839158e-09	9.82216755109323e-08	-50	uc.888	Pik3c2b	(+22915),
chr1	133068926	133068926	-	7.82525073839158e-09	9.82216755109323e-08	-50	uc.888	Ppp1r15b	(-62217),
chr1	133071339	133071339	+	6.1090701704688e-11	1.50156138878144e-09	-48.4480431848853	uc.889	Pik3c2b	(+25328)
chr1	133071339	133071339	+	6.1090701704688e-11	1.50156138878144e-09	-48.4480431848853	uc.889	Ppp1r15b	(-59804),
chr1	133126166	133126166	+	6.09626016553701e-05	0.000198813976878205	51.9181585677749	uc.890	Ppp1r15b	(-4977),
chr1	133126191	133126191	+	7.89163460940505e-13	3.48868448403131e-11	82.6086956521739	uc.891	Ppp1r15b	(-4952),
chr1	133162687	133162687	-	3.15385886403673e-13	1.57355167605537e-11	71.9193770041228	uc.892	Plekha6	(-83419),
chr1	133162687	133162687	-	3.15385886403673e-13	1.57355167605537e-11	71.9193770041228	uc.892	Ppp1r15b	(+31545),
chr1	133162805	133162805	+	9.01379564973097e-12	2.87358004952169e-10	-51.2605042016807	uc.893	Plekha6	(-83301),
chr1	133162805	133162805	+	9.01379564973097e-12	2.87358004952169e-10	-51.2605042016807	uc.893	Ppp1r15b	(+31663),
chr1	133163059	133163059	-	1.30399087038957e-16	1.74709599552993e-14	-51.1072261072261	uc.894	Plekha6	(-83047),
chr1	133163059	133163059	-	1.30399087038957e-16	1.74709599552993e-14	-51.1072261072261	uc.894	Ppp1r15b	(+31917),
chr1	133177284	133177284	+	3.08637312372895e-21	1.46030066485111e-18	-45.3612733310432	uc.895	Plekha6	(-68822),
chr1	133177284	133177284	+	3.08637312372895e-21	1.46030066485111e-18	-45.3612733310432	uc.895	Ppp1r15b	(+46142),
chr1	133215844	133215844	-	4.09678257687104e-20	1.43615063165482e-17	-50	uc.896	Plekha6	(-30262),
chr1	133215844	133215844	-	4.09678257687104e-20	1.43615063165482e-17	-50	uc.896	Ppp1r15b	(+84702),
chr1	133216685	133216685	-	1.38580030846512e-12	5.6737645321506e-11	-49.4666048237477	uc.897	Plekha6	(-29421),
chr1	133216685	133216685	-	1.38580030846512e-12	5.6737645321506e-11	-49.4666048237477	uc.897	Ppp1r15b	(+85543)
chr1	133264830	133264830	+	4.70429079125266e-14	3.0069408441381e-12	-64.4444444444444	uc.898	Plekha6	(+18725),
chr1	133293895	133293895	+	2.35502963602992e-17	3.86284518985591e-15	68.6274509803922	uc.899	Plekha6	(+47790),
chr1	133298819	133298819	-	2.04673256033385e-16	2.61225103622233e-14	54.3055555555556	uc.900	Plekha6	(+52714)
chr1	134194565	134194565	+	2.67754830992961e-06	1.42901995843982e-05	42.1150278293135	uc.926	Adora1	(+40866)
chr1	134217405	134217405	+	5.24716711615972e-16	5.93570477633644e-14	60.7830413151633	uc.927	Adora1	(+18026),
chr1	134597635	134597635	+	1.1194663990093e-14	8.6296129784778e-13	-59.2673992673993	uc.929	Kdm5b	(+37465),
chr1	134645572	134645572	-	3.72955644442637e-07	2.67209645479014e-06	-45.5741626794258	uc.930	Kdm5b	(+85402),
chr1	134700808	134700808	-	8.01187501170009e-11	1.89865828233547e-09	49.8790078644888	uc.931	Kdm5b	(+140638)
chr1	134987325	134987325	-	1.70736329255721e-07	1.3729911217879e-06	-49.8165810711665	uc.933	Ube2t	(+24761),
chr1	134998388	134998388	-	2.30326739927469e-12	8.80590742477547e-11	-51.7241379310345	uc.934	Ube2t	(+35824),
chr1	135005821	135005821	-	5.8752723979035e-16	6.54779784814319e-14	52.0601237842617	uc.935	Ube2t	(+43257),
chr1	135005853	135005853	-	9.02647857526156e-21	3.73375962245214e-18	45.9770114942529	uc.936	Ube2t	(+43289),
chr1	135085069	135085069	+	4.74502113400251e-10	8.78332318196285e-09	40.4065040650407	uc.937	Ube2t	(+122505),
chr1	135085077	135085077	-	3.49193234301681e-11	9.24652302841956e-10	43.3349259436216	uc.938	Ube2t	(+122513)
chr1	152561041	152561041	+	6.8798953631384e-10	1.20922483292562e-08	-42.6878244686061	uc.1033	Rgl1	(+64176)
chr1	152593926	152593926	+	2.68468430509927e-08	2.83355691748274e-07	-52.1867321867322	uc.1034	Rgl1	(+31291),
chr1	153757382	153757382	-	4.93924690152316e-09	6.61225571396078e-08	-46.3307776560789	uc.1055	Rnasel	(+7957),
chr1	153819261	153819261	+	4.1382407238782e-11	1.07166785964309e-09	-46.4486638537271	uc.1056	Rnasel	(+69836)
chr1	155216333	155216333	+	3.76443297338679e-07	2.69378164134775e-06	51.5151515151515	uc.1064	BC034090	(+16407)
chr1	155247364	155247364	+	3.37884019857832e-11	8.98734907344596e-10	41.4634146341463	uc.1065	BC034090	(-14625),
chr1	155263846	155263846	+	1.02178932007336e-12	4.35412431893842e-11	41.4770033191086	uc.1066	BC034090	(-31107),
chr1	156055824	156055824	+	2.62527762985436e-10	5.27572622247935e-09	-60.4651162790698	uc.1071	Fam163a	(+149202)
chr1	156071008	156071008	-	8.2546225211768e-29	2.83503459985555e-25	-65.3786104605777	uc.1072	Fam163a	(+134018),
chr1	156074679	156074679	+	1.13490289302806e-08	1.35280316092878e-07	-51.568068424804	uc.1073	Fam163a	(+130347),
chr1	156183582	156183582	+	5.84092569638363e-13	2.67914345397058e-11	-47.7272727272727	uc.1074	Fam163a	(+21444),
chr1	156183602	156183602	+	7.08074944980806e-08	6.4822398909314e-07	-41.4772727272727	uc.1075	Fam163a	(+21424),
chr1	157120221	157120221	-	1.1224436533813e-12	4.72440206591168e-11	-43.3734939759036	uc.1090	Tex35	(-11572)
chr1	157180920	157180920	+	2.02925805409706e-11	5.80277842568327e-10	44.916142557652	uc.1091	Tex35	(-72271),
chr1	161396670	161396670	-	2.80390198870444e-07	2.09585221279254e-06	-47.0165348670022	uc.1109	Tnfsf18	(-97985),
chr1	161396711	161396711	-	2.38806972353014e-09	3.5497671834627e-08	-52.4590163934426	uc.1110	Tnfsf18	(-97944),
chr1	161746694	161746694	-	1.5405768519772e-08	1.75662356344e-07	55.5555555555556	uc.1111	Tnfsf18	(+252040),
chr1	161746702	161746702	-	2.19286489145165e-06	1.20541811913691e-05	42.2222222222222	uc.1112	Tnfsf18	(+252048)
chr1	167460329	167460329	-	2.56296886771711e-16	3.1917755773431e-14	-67.1641791044776	uc.1145	Lrrc52	(+6451)
chr1	167466446	167466446	+	9.98303920250941e-16	1.04335834557481e-13	-54.9498746867168	uc.1146	Lrrc52	(+334),
chr1	167491719	167491719	-	1.12669312978468e-08	1.34438824131597e-07	-53.7142857142857	uc.1147	Lrrc52	(-24940),
chr1	167551596	167551596	+	3.63706864307637e-11	9.57912257886698e-10	-41.8918918918919	uc.1148	Lrrc52	(-84817),
chr1	167562964	167562964	+	1.36535345129522e-12	5.60154487248029e-11	-56.4734299516908	uc.1149	Lrrc52	(-96185),
chr1	167563797	167563797	+	1.65611767608104e-18	3.77485456550678e-16	-64.1995614035088	uc.1150	Lrrc52	(-97018),
chr1	167568446	167568446	-	2.76348788845235e-13	1.40325520775396e-11	-46.6666666666667	uc.1151	Lrrc52	(-101667),
chr1	167583912	167583912	-	1.50553467153612e-06	8.75053240346794e-06	-43.8775510204082	uc.1152	Lrrc52	(-117133),
chr1	170010958	170010958	+	8.04968164757726e-14	4.81998895941808e-12	62.5454545454545	uc.1160	Ddr2	(+99603)
chr1	170034693	170034693	+	1.26303245523084e-11	3.84915421477616e-10	-40.8094733121244	uc.1161	Ddr2	(+75868),
chr1	170543779	170543779	+	1.84853654047518e-12	7.2744440303531e-11	55.1296194153337	uc.1164	Nos1ap	(+46082)
chr1	170547930	170547930	-	1.03541486535741e-10	2.36900729690208e-09	43.3096763025792	uc.1165	Nos1ap	(+41931),
chr1	170577636	170577636	-	3.42049395816796e-08	3.49039346260158e-07	54.0229885057471	uc.1166	Nos1ap	(+12225),
chr1	171286433	171286433	-	3.85868393073138e-13	1.87502338948936e-11	-43.1372549019608	uc.1171	Ppox	(-5248)
chr1	172292865	172292865	+	4.74165389752795e-10	8.7785692909442e-09	-60.3815113719736	uc.1180	Atp1a2	(+5199)
chr1	172293010	172293010	-	1.38526516319126e-07	1.14935735017166e-06	53.1954887218045	uc.1181	Atp1a2	(+5054),
chr1	172342622	172342622	+	6.32772119233453e-09	8.1798383159048e-08	43.0379746835443	uc.1186	Pigm	(-33924),
chr1	172356962	172356962	+	6.714337724728e-06	3.10551384487259e-05	-45.4146341463415	uc.1187	Pigm	(-19584)
chr1	178572050	178572050	+	2.71529307752222e-11	7.44788349961761e-10	50	uc.1217	Kif26b	(+42926),
chr1	178572276	178572276	-	3.61213410931904e-09	5.05920585743498e-08	-53.3333333333333	uc.1218	Kif26b	(+43152),
chr1	178634749	178634749	-	5.00754806939419e-18	9.91618782886443e-16	43.0094043887147	uc.1219	Kif26b	(+105625),
chr1	179464603	179464603	+	9.11844186942141e-10	1.54535221437845e-08	-49.5833333333333	uc.1220	Kif26b	(+935479)
chr1	181050949	181050949	+	5.85556156020489e-09	7.651605655502e-08	57.1428571428571	uc.1234	9130409I23Rik	(-288),
chr1	181134870	181134870	-	2.02106585881486e-11	5.78356736816593e-10	45.4545454545455	uc.1235	9130409I23Rik	(+83634)
chr1	182958069	182958069	-	6.62817083345979e-15	5.44732549250066e-13	-46.6101694915254	uc.1265	Disp1	(+263416)
chr1	183091788	183091788	-	2.11565726925164e-10	4.37978000707811e-09	41.304347826087	uc.1266	Disp1	(+129697),
chr1	183246965	183246965	-	4.85670804680055e-16	5.55921751747895e-14	-43.0939226519337	uc.1267	Disp1	(-25481),
chr1	184060486	184060486	+	3.08156364162753e-20	1.11366258102105e-17	49.3055555555556	uc.1271	Dusp10	(+26106),
chr1	184154913	184154913	-	7.72515644243335e-12	2.51040547420954e-10	-49.3150684931507	uc.1272	Dusp10	(+120533),
chr1	184155153	184155153	-	7.57201635351427e-16	8.17505183091313e-14	-68.8888888888889	uc.1273	Dusp10	(+120773),
chr1	184454147	184454147	-	1.11573199700921e-12	4.70080021704344e-11	-50	uc.1274	Dusp10	(+419767),
chr1	184471376	184471376	-	6.01123905195616e-07	4.01383147243914e-06	51.2012012012012	uc.1275	Dusp10	(+436996),
chr1	184628252	184628252	-	1.49214364432829e-11	4.44455914592524e-10	40.1401869158878	uc.1276	Dusp10	(+593872),
chr1	184730990	184730990	+	4.46491051365809e-11	1.14399005103368e-09	47.2396925227114	uc.1277	Dusp10	(+696610)
chr1	189787056	189787056	+	1.99633324289729e-08	2.19505484633774e-07	43.6796536796537	uc.1337	Ptpn14	(+58789),
chr1	189849948	189849948	-	2.63828321535121e-13	1.34890538696085e-11	53.5990114303367	uc.1338	Ptpn14	(+121681),
chr1	189860256	189860256	+	5.75601658585642e-13	2.64549854141059e-11	57.6271186440678	uc.1339	Ptpn14	(+131989),
chr1	189860420	189860420	+	4.06068059146985e-23	3.20952009628087e-20	-83.0508474576271	uc.1340	Ptpn14	(+132153),
chr1	189863091	189863091	-	7.52867403160042e-09	9.49612530356911e-08	49.2753623188406	uc.1341	Ptpn14	(+134824),
chr1	189863131	189863131	+	1.65506691212679e-06	9.48493898548189e-06	47.5878220140515	uc.1342	Ptpn14	(+134864),
chr1	189870064	189870064	-	5.2302609710542e-08	5.01350859049119e-07	50	uc.1343	Ptpn14	(+141797),
chr1	189910370	189910370	-	8.32510637337208e-11	1.96146447036474e-09	-48.1481481481481	uc.1344	Ptpn14	(+182103),
chr1	189913387	189913387	-	4.5983456690404e-13	2.1826381215726e-11	47.5	uc.1345	Ptpn14	(+185120)
chr1	190971546	190971546	+	4.02467222912823e-10	7.61123807320851e-09	60.6862339809839	uc.1370	Vash2	(+7456)
chr1	193328742	193328742	-	1.1454962997647e-13	6.53452401364494e-12	49.9464954521134	uc.1407	Camk1g	(+41556)
chr1	193328757	193328757	-	7.59633896596781e-12	2.47322622654888e-10	45.9782414838595	uc.1408	Camk1g	(+41541),
chr1	193328782	193328782	-	8.58845183502123e-11	2.01547144669903e-09	44.1323345817728	uc.1409	Camk1g	(+41516),
chr1	193424111	193424111	+	1.87406025715657e-07	1.4857914928386e-06	-40.3508771929825	uc.1410	Camk1g	(-53814),
chr1	193655025	193655025	-	2.95850777077081e-05	0.000108279696782259	42.9824561403509	uc.1411	Camk1g	(-284728),
chr1	193997571	193997571	-	2.24029078062514e-14	1.57330402689413e-12	-84.375	uc.1412	Camk1g	(-627274),
chr10	12008617	12008617	-	9.74962171519931e-10	1.63731897722977e-08	44.1176470588235	uc.1473	Utrn	(+853118)
chr10	12614706	12614706	-	5.12990679031301e-05	0.000172147569098583	44.4816053511706	uc.1474	Utrn	(+247029),
chr10	12881273	12881273	-	8.59640717318699e-05	0.000265386745541314	-41.2008281573499	uc.1475	Utrn	(-19539),
chr10	13412327	13412327	-	1.19412329026567e-14	9.12699049592888e-13	-42.4242424242424	uc.1480	Phactr2	(-88039)
chr10	13438553	13438553	+	3.95991082216282e-16	4.65894524042775e-14	56.1507936507937	uc.1481	Phactr2	(-114265),
chr10	18317927	18317927	-	5.6076914174171e-05	0.000185424247612089	44.375	uc.1507	Nhsl1	(-89748),
chr10	18320186	18320186	+	4.40615038802606e-21	1.99537528870219e-18	-48.4793736826257	uc.1508	Nhsl1	(-87489),
chr10	18331338	18331338	+	1.12877256318747e-06	6.85707971993469e-06	51.0752688172043	uc.1509	Nhsl1	(-76337),
chr10	18363742	18363742	-	1.25019042345408e-05	5.25082690994144e-05	41.8248418248418	uc.1510	Nhsl1	(-43933),
chr10	18371247	18371247	+	5.87959106864721e-13	2.69372968739234e-11	57.4789915966387	uc.1511	Nhsl1	(-36428),
chr10	18506660	18506660	+	9.19495887611818e-06	4.05193694546124e-05	40.5228758169935	uc.1512	Nhsl1	(+98986)
chr10	34188736	34188736	+	1.74024189741456e-19	5.19821173506498e-17	72.463768115942	uc.1591	Dse	(+18979)
chr10	49973211	49973211	-	8.94880994291631e-13	3.88598243508334e-11	-52.6977248104009	uc.1685	Ascc3	(-619458),
chr10	50814308	50814308	+	7.11796775331515e-08	6.51012873017983e-07	-52.9411764705882	uc.1686	Ascc3	(+221640)
chr10	59282538	59282538	+	8.52742191682876e-12	2.73519243057638e-10	61.9269619269619	uc.1722	Sowahc	(+60586),
chr10	59318144	59318144	+	7.60429260070207e-20	2.4923606126096e-17	60.5413105413105	uc.1723	Sowahc	(+96192)
chr10	59992637	59992637	+	8.08356378226113e-16	8.66264150214773e-14	67.816091954023	uc.1732	Anapc16	(+10474)
chr10	59992647	59992647	+	9.98404141919206e-21	4.09286716630564e-18	80.4597701149425	uc.1733	Anapc16	(+10464),
chr10	60787313	60787313	-	3.81498594396465e-07	2.72512908500101e-06	46.6666666666667	uc.1751	Unc5b	(+44268)
chr10	60787324	60787324	-	1.5750741508382e-07	1.28203688515759e-06	60.4166666666667	uc.1752	Unc5b	(+44257),
chr10	60787347	60787347	-	4.74368563433862e-05	0.000161186496046384	40.7843137254902	uc.1753	Unc5b	(+44234),
chr10	60793395	60793395	-	9.88873178975885e-10	1.6574720178525e-08	48.4375	uc.1754	Unc5b	(+38186),
chr10	60801642	60801642	-	8.36020405753277e-28	2.16624259525655e-24	50.694990820876	uc.1755	Unc5b	(+29939),
chr10	60801747	60801747	+	2.71145779235523e-10	5.41720410161473e-09	-51.6165413533835	uc.1756	Unc5b	(+29834),
chr10	60801942	60801942	+	9.10001953108527e-09	1.1189323689144e-07	-42.7489177489177	uc.1757	Unc5b	(+29639),
chr10	60823037	60823037	+	5.55860734699064e-09	7.31457520022231e-08	50.3496503496503	uc.1758	Unc5b	(+8544),
chr10	60823173	60823173	+	9.40269747517289e-06	4.1304589881819e-05	40.4166666666667	uc.1759	Unc5b	(+8408),
chr10	60828978	60828978	-	2.84900781136791e-14	1.93594675841505e-12	-72.1674876847291	uc.1760	Unc5b	(+2603),
chr10	60895925	60895925	-	2.12920894336464e-07	1.65647274690681e-06	-49.8738435660219	uc.1761	Pcbd1	(-193434),
chr10	60895925	60895925	-	2.12920894336464e-07	1.65647274690681e-06	-49.8738435660219	uc.1761	Unc5b	(-64345),
chr10	60895953	60895953	-	1.6253358626996e-06	9.34226431953316e-06	48.1896551724138	uc.1762	Pcbd1	(-193406),
chr10	60895953	60895953	-	1.6253358626996e-06	9.34226431953316e-06	48.1896551724138	uc.1762	Unc5b	(-64373),
chr10	60912573	60912573	-	1.15853103949298e-11	3.5698953380153e-10	46.8878048780488	uc.1763	Pcbd1	(-176786),
chr10	60912573	60912573	-	1.15853103949298e-11	3.5698953380153e-10	46.8878048780488	uc.1763	Unc5b	(-80993),
chr10	60918746	60918746	+	1.53913989499674e-11	4.56696168913534e-10	45.7896857373086	uc.1764	Pcbd1	(-170613),
chr10	60918746	60918746	+	1.53913989499674e-11	4.56696168913534e-10	45.7896857373086	uc.1764	Unc5b	(-87166),
chr10	60918784	60918784	-	3.18743522880484e-07	2.33799518250936e-06	42.7708333333333	uc.1765	Pcbd1	(-170575),
chr10	60918784	60918784	-	3.18743522880484e-07	2.33799518250936e-06	42.7708333333333	uc.1765	Unc5b	(-87204),
chr10	60935114	60935114	-	1.14678226729066e-15	1.17528245617878e-13	43.8202247191011	uc.1766	Pcbd1	(-154245),
chr10	60935114	60935114	-	1.14678226729066e-15	1.17528245617878e-13	43.8202247191011	uc.1766	Unc5b	(-103534),
chr10	61039958	61039958	-	7.93292735158188e-14	4.7587678540245e-12	41.0204991087344	uc.1767	Pcbd1	(-49401)
chr10	61039958	61039958	-	7.93292735158188e-14	4.7587678540245e-12	41.0204991087344	uc.1767	Unc5b	(-208378),
chr10	67804701	67804701	-	1.04267334799115e-07	9.0207294811948e-07	50.9416195856874	uc.1852	Ado	(-255747)
chr10	67804859	67804859	-	4.23013522063275e-11	1.09119578580652e-09	57.6271186440678	uc.1853	Ado	(-255905),
chr10	67909716	67909716	+	3.56338921695078e-08	3.61552263048271e-07	-47.1698113207547	uc.1854	Ado	(-360762),
chr10	68015815	68015815	+	6.02469106746142e-10	1.07821996096356e-08	45.6938866577421	uc.1855	Arid5b	(+262925)
chr10	68097183	68097183	-	2.23902231523914e-13	1.17003578326417e-11	41.5472039261268	uc.1856	Arid5b	(+181557),
chr10	68106994	68106994	+	3.59456255994536e-14	2.36986092061011e-12	-46.8112947658402	uc.1857	Arid5b	(+171746),
chr10	68346067	68346067	+	2.23736460464373e-15	2.10666952415704e-13	54.7945205479452	uc.1858	Arid5b	(-67328),
chr10	68395253	68395253	+	3.41224543566531e-09	4.82028885329193e-08	59.7826086956522	uc.1859	Arid5b	(-116514),
chr10	69556496	69556496	+	8.68165908674356e-23	6.26677562167234e-20	67.8526315789474	uc.1866	Ccdc6	(-540625),
