chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr1	71896318	71896318	-	9.78119327694557e-09	1.19382910303694e-07	44.4688874921433	uc.343	Fn1	(-243144),
chr1	72198925	72198925	+	2.55746631868867e-06	1.36927122353252e-05	41.7508417508418	uc.344	Fn1	(-545751),
chr1	72733464	72733464	-	4.58428562704339e-16	5.19408715706664e-14	57.7731092436975	uc.349	Rpl37a	(+22175)
chr1	72865152	72865152	-	4.15460250897792e-05	0.000142774344524933	42.9701765063908	uc.350	Igfbp5	(+9732)
chr1	72878718	72878718	+	2.73280469270755e-16	3.32297382771078e-14	61.0169491525424	uc.351	Igfbp5	(-3835),
chr1	75220020	75220020	-	1.20856082751082e-10	2.71841985129867e-09	41.2859358224979	uc.378	Tuba4a	(-727)
chr1	75229310	75229310	+	2.11054365073445e-13	1.10949263524374e-11	-60.9355828220859	uc.379	Tuba4a	(-10017),
chr1	79784358	79784358	+	8.90207933865403e-07	5.61066711596045e-06	43.0952380952381	uc.426	Serpine2	(+74338)
chr1	79999012	79999012	-	1.03642209469662e-11	3.22759644227512e-10	44.6428571428571	uc.427	Serpine2	(-140317),
chr1	80159044	80159044	+	3.38577466295155e-14	2.2474671849751e-12	41.6843279419966	uc.428	Serpine2	(-300349),
chr1	85862266	85862266	-	1.48618693113581e-06	8.65542102075217e-06	40.1408450704225	uc.450	Itm2c	(-32015),
chr1	85869968	85869968	+	3.05540051762e-07	2.27168974714611e-06	42.3315118397086	uc.451	Itm2c	(-24313)
chr1	89260398	89260398	+	6.96424785426089e-10	1.22870142320765e-08	50.6666666666667	uc.474	Agap1	(-194408),
chr1	89260503	89260503	+	8.38858784217344e-10	1.43925498796782e-08	40.6666666666667	uc.475	Agap1	(-194303),
chr1	89308814	89308814	-	4.81952373689023e-15	4.07193522772166e-13	58.3333333333333	uc.476	Agap1	(-145992),
chr1	89420950	89420950	-	1.30685065528308e-05	5.40153675027588e-05	-40.8508158508159	uc.477	Agap1	(-33856),
chr1	89539350	89539350	+	7.35931798774927e-10	1.28772203475208e-08	-50.7051282051282	uc.478	Agap1	(+84545),
chr1	89539366	89539366	+	9.59354584498952e-17	1.32847472041775e-14	60	uc.479	Agap1	(+84561),
chr1	89566506	89566506	+	7.94661342723588e-07	5.10026937060567e-06	40.8585055643879	uc.480	Agap1	(+111701),
chr1	89751018	89751018	-	1.47723438270588e-15	1.44592537596957e-13	60.5263157894737	uc.481	Agap1	(+296213),
chr1	89751020	89751020	-	4.36555598043459e-14	2.8029608576713e-12	71.0526315789474	uc.482	Agap1	(+296215),
chr1	89751022	89751022	-	2.89955443386285e-06	1.52314932701995e-05	44.7368421052632	uc.483	Agap1	(+296217),
chr1	89751051	89751051	-	7.33516059877487e-06	3.3284811393453e-05	42.1052631578947	uc.484	Agap1	(+296246),
chr1	89751063	89751063	-	3.24967958430409e-06	1.67739666165195e-05	43.421052631579	uc.485	Agap1	(+296258),
chr1	89751072	89751072	-	6.04412006435209e-07	4.05032502459103e-06	46.0526315789474	uc.486	Agap1	(+296267),
chr1	89751075	89751075	-	9.19634695756737e-09	1.13196667198695e-07	53.9473684210526	uc.487	Agap1	(+296270),
chr1	89786722	89786722	+	4.50258575288303e-08	4.41425017754875e-07	45.1320754716981	uc.488	Agap1	(+331917),
chr1	89829952	89829952	-	1.16697232892514e-07	9.97549508093279e-07	44.9122807017544	uc.489	Agap1	(+375147),
chr1	89890816	89890816	+	9.51812810636676e-07	5.93704079606911e-06	56.6137566137566	uc.490	Agap1	(+436011),
chr1	89919399	89919399	+	8.57457047571999e-07	5.4382699079478e-06	-51.39146567718	uc.491	Agap1	(+464594),
chr1	89919483	89919483	+	1.77292776299598e-16	2.27339379804436e-14	-84.7247990105133	uc.492	Agap1	(+464678)
chr1	90160299	90160299	-	7.63802470373181e-12	2.47916951478511e-10	60.6060606060606	uc.496	Ackr3	(-43681),
chr1	90160406	90160406	+	4.9929264132353e-08	4.82205908682809e-07	45.5882352941177	uc.497	Ackr3	(-43574),
chr1	90298117	90298117	-	6.8618734817604e-10	1.21298190812595e-08	-51.6771488469602	uc.498	Ackr3	(+94138),
chr1	90298132	90298132	-	6.85633951423082e-07	4.5042858056071e-06	-40.3846153846154	uc.499	Ackr3	(+94153),
chr1	90328247	90328247	-	2.32072311625367e-15	2.14711211580547e-13	-40.9269629453116	uc.500	Ackr3	(+124268),
chr1	90460610	90460610	+	1.08866689814901e-16	1.48705123193987e-14	88	uc.501	Ackr3	(+256631)
chr1	91227703	91227703	+	2.57591458525489e-08	2.73477964606012e-07	53.7267080745342	uc.514	Ramp1	(+47658)
chr1	93171356	93171356	-	8.14815450932992e-05	0.000251178728171898	-43.7275985663082	uc.544	Crocc2	(+2632),
chr1	93182405	93182405	+	6.21040140391544e-05	0.000199916185415654	42.5287356321839	uc.545	Crocc2	(+13681),
chr1	93184784	93184784	+	1.12804923270002e-14	8.53511572053838e-13	53.8461538461538	uc.546	Crocc2	(+16060),
chr1	93227381	93227381	-	2.53637249876916e-08	2.6988096675465e-07	45.4791666666667	uc.547	Crocc2	(+58657)
chr1	94771007	94771007	-	7.74337127310966e-29	3.27663188346899e-25	57.8631138975967	uc.559	Fam174a	(-542616),
chr1	94815776	94815776	-	4.75795428474435e-07	3.30809806562442e-06	51.036866359447	uc.560	Fam174a	(-497847),
chr1	95157831	95157831	+	4.09694692775955e-17	6.28848479046661e-15	65.2173913043478	uc.561	Fam174a	(-155792),
chr1	95157849	95157849	+	3.14390363390459e-07	2.32733565206234e-06	46.9038208168643	uc.562	Fam174a	(-155774)
chr1	107325754	107325754	-	1.65451518714368e-10	3.55996164879838e-09	58.6744639376218	uc.614	Serpinb3c	(-47384)
chr1	111885475	111885475	+	3.60200935660004e-09	5.05777881775545e-08	47.1032303370786	uc.622	Dsel	(-20558)
chr1	112019368	112019368	+	1.483078321694e-09	2.35322987565681e-08	53.125	uc.623	Dsel	(-154451),
chr1	112035841	112035841	-	2.8154831974165e-13	1.42527582549831e-11	67.6587301587302	uc.624	Dsel	(-170924),
chr1	112041864	112041864	-	3.47263525000964e-10	6.74746817646847e-09	-53.8423645320197	uc.625	Dsel	(-176947),
chr1	112041985	112041985	-	1.2792178971692e-10	2.8509526733887e-09	53.4232883558221	uc.626	Dsel	(-177068),
chr1	112151182	112151182	-	1.66338447613587e-10	3.57655674461746e-09	48.4375	uc.627	Dsel	(-286265),
chr1	112598372	112598372	-	1.50266820775019e-08	1.72580376761596e-07	45.9598031173093	uc.628	Dsel	(-733455),
chr1	120084297	120084297	+	1.05394235325195e-10	2.41481942033554e-09	-43.9522546419098	uc.676	Dbi	(+36640)
chr1	120628817	120628817	+	2.84483900330521e-11	7.77756008194745e-10	43.8202247191011	uc.683	Insig2	(+699207)
chr1	121180819	121180819	-	2.67269550040473e-07	2.02788026789771e-06	41.1143695014663	uc.684	Insig2	(+147205),
chr1	127378996	127378996	-	5.30336890066849e-07	3.62597855730764e-06	-46.5151515151515	uc.703	Tmem163	(+300552)
chr1	127397560	127397560	+	1.59075163734878e-13	8.65676155042022e-12	-58.8235294117647	uc.704	Tmem163	(+281988),
chr1	131743973	131743973	+	1.19964170477963e-10	2.70092718430326e-09	-59.1009579955785	uc.733	Slc26a9	(-49)
chr1	131954191	131954191	-	9.86701168014799e-15	7.58266898177546e-13	49.8391248391248	uc.735	Nucks1	(+43636)
chr1	132277128	132277128	+	6.52305581656863e-08	6.05998268250152e-07	40.3846153846154	uc.739	Klhdc8a	(-21498),
chr1	132299482	132299482	-	3.53206150384747e-15	3.1042255722646e-13	-42.4657534246575	uc.740	Klhdc8a	(+857)
chr1	135618007	135618007	-	8.36796221359139e-16	8.78555261403864e-14	-62.1031746031746	uc.824	Csrp1	(-102054),
chr1	135665727	135665727	-	1.08708890756482e-06	6.63886383935961e-06	-51.6981132075472	uc.825	Csrp1	(-54334)
chr1	138524455	138524455	+	2.1465893049012e-06	1.18115883268451e-05	56.4393939393939	uc.868	Nek7	(+95294)
chr1	138550276	138550276	-	2.35795758299782e-12	8.97281618543515e-11	-54.0153452685422	uc.869	Nek7	(+69473),
chr1	138560715	138560715	-	3.81304370279302e-14	2.49078055257188e-12	-50	uc.870	Nek7	(+59034),
chr1	138560730	138560730	-	6.137653163875e-14	3.77149015506537e-12	-49.4736842105263	uc.871	Nek7	(+59019),
chr1	138607163	138607163	+	9.65160087103926e-08	8.47583880574423e-07	-51.5668202764977	uc.872	Nek7	(+12586),
chr1	156108463	156108463	+	1.62498912120485e-23	1.61692645953528e-20	-58.0357142857143	uc.964	Tor1aip1	(-72037)
chr1	156108507	156108507	+	3.27482470786742e-10	6.41583286823411e-09	-41.7207792207792	uc.965	Tor1aip1	(-72081),
chr1	156183603	156183603	-	2.53812232346047e-12	9.54902867594058e-11	-49.7677119628339	uc.966	Tor1aip1	(-147177),
chr1	160335062	160335062	+	7.65716581285287e-07	4.94195498748198e-06	42.6666666666667	uc.983	Cacybp	(-122188)
chr1	160377504	160377504	-	4.1384619240655e-10	7.85478285029131e-09	42.7600436946231	uc.984	Cacybp	(-164630),
chr1	164312857	164312857	+	1.7364615253661e-08	1.95318753409519e-07	44.6910112359551	uc.1002	Atp1b1	(+145498)
chr1	164321692	164321692	+	7.05258255461275e-13	3.1536221840662e-11	47.5409836065574	uc.1003	Atp1b1	(+136663),
chr1	164321702	164321702	+	1.40598441159374e-10	3.09223867615732e-09	51.3240857503153	uc.1004	Atp1b1	(+136653),
chr1	167378128	167378128	-	2.0122302912819e-10	4.21218231394851e-09	-43.7281553398058	uc.1032	Mgst3	(+15713)
chr1	170747904	170747904	-	3.3907205646585e-07	2.48071626210392e-06	-47.5095785440613	uc.1063	Atf6	(+119867)
chr1	170771793	170771793	-	1.21804912168119e-13	6.86072925934569e-12	-50.0308641975309	uc.1064	Atf6	(+95978),
chr1	170771801	170771801	-	5.54145877217511e-10	1.00889556426106e-08	-43.6111111111111	uc.1065	Atf6	(+95970),
chr1	170771805	170771805	-	4.98525004563564e-10	9.22249428985838e-09	-42.962962962963	uc.1066	Atf6	(+95966),
chr1	170771815	170771815	-	3.59798791605179e-17	5.62354158939434e-15	-58.0864197530864	uc.1067	Atf6	(+95956),
chr1	172244206	172244206	+	2.53595982855421e-16	3.12042975462482e-14	-47.0389507154213	uc.1081	Casq1	(-24339)
chr1	172244227	172244227	+	2.41814364039494e-14	1.67502790307471e-12	-47.2575516693164	uc.1082	Casq1	(-24360),
chr1	172253987	172253987	+	2.68442921972349e-10	5.39591192421712e-09	-55.0976800976801	uc.1083	Casq1	(-34120),
chr1	172292866	172292866	-	1.04690136570193e-11	3.25523938128492e-10	-58.9240683664892	uc.1084	Atp1a2	(+5198)
chr1	172318202	172318202	-	1.91836585121753e-11	5.52179872889134e-10	53.3333333333333	uc.1085	Kcnj9	(+11116)
chr1	172318391	172318391	-	6.3478503385559e-11	1.554842295024e-09	52.8151260504202	uc.1086	Kcnj9	(+10927),
chr1	172318415	172318415	-	1.23327426391251e-05	5.14455717325946e-05	41.0504201680672	uc.1087	Kcnj9	(+10903),
chr1	172318576	172318576	-	4.11842790935794e-10	7.82192867918299e-09	55	uc.1088	Kcnj9	(+10742),
chr1	172318602	172318602	-	1.08747281195415e-07	9.39480725494424e-07	-42.5	uc.1089	Kcnj9	(+10716),
chr1	172342622	172342622	+	6.54986275024421e-10	1.16407235155199e-08	43.5555555555556	uc.1090	Pigm	(-33924),
chr1	172359390	172359390	-	2.47035165833299e-15	2.26057412391948e-13	-49.4505494505495	uc.1091	Pigm	(-17156),
chr1	172364287	172364287	+	1.46100898603499e-08	1.68518023559373e-07	46.031746031746	uc.1092	Pigm	(-12259),
chr1	172368502	172368502	+	1.24254506285502e-17	2.22394258676979e-15	49.0217792543374	uc.1093	Pigm	(-8044),
chr1	172369237	172369237	+	1.86310340515814e-07	1.48787767649701e-06	48.8529014844804	uc.1094	Pigm	(-7309),
chr1	172369261	172369261	+	1.15846405785158e-09	1.90127100765734e-08	56.3765182186235	uc.1095	Pigm	(-7285),
chr1	172369449	172369449	-	3.62380363817969e-20	1.33158382132152e-17	68.5714285714286	uc.1096	Pigm	(-7097),
chr1	172369454	172369454	-	6.32709897160188e-15	5.14663136133841e-13	62.6330532212885	uc.1097	Pigm	(-7092)
chr1	172522772	172522772	+	9.9592593248595e-08	8.70759337297985e-07	47.979797979798	uc.1100	Vsig8	(-33166),
chr1	172526177	172526177	+	4.4934227891191e-10	8.44239891914918e-09	40.3411197626993	uc.1101	Vsig8	(-29761),
chr1	172554073	172554073	-	2.49299690452351e-11	6.93401715463709e-10	-53.5714285714286	uc.1102	Vsig8	(-1865)
chr1	179610048	179610048	-	1.50314737093323e-13	8.23352576886532e-12	40.0598333214616	uc.1129	Sccpdh	(-58162),
chr1	179636334	179636334	+	3.85835802764535e-06	1.93880313255292e-05	-42.1194029850746	uc.1130	Sccpdh	(-31876),
chr1	179709502	179709502	+	3.51361798829075e-12	1.26757477050641e-10	41.2781954887218	uc.1131	Sccpdh	(+41293)
chr1	180878756	180878756	-	2.91897464715022e-08	3.04387711683939e-07	57.1049840933192	uc.1144	Lefty2	(-14352)
chr1	181376345	181376345	+	7.03275184571699e-06	3.21053679170328e-05	43.5672514619883	uc.1153	Ccdc121	(+135106)
chr1	181376437	181376437	+	1.95801368069738e-07	1.55224552124301e-06	-45.5882352941177	uc.1154	Ccdc121	(+135014),
chr1	181376438	181376438	-	1.09992983692959e-13	6.28524275900249e-12	68.2027649769585	uc.1155	Ccdc121	(+135013),
chr1	181376742	181376742	+	5.01214368164602e-07	3.45702714244901e-06	40.3030303030303	uc.1156	Ccdc121	(+134709),
chr1	181408170	181408170	+	1.01551519888972e-06	6.26842967171789e-06	44.1430700447094	uc.1157	Ccdc121	(+103281),
chr1	181420208	181420208	-	1.43114018027341e-05	5.83238096385027e-05	42.9667519181586	uc.1158	Ccdc121	(+91243),
chr1	181426304	181426304	-	1.27369408000644e-10	2.8400166288996e-09	-48.3298171589311	uc.1159	Ccdc121	(+85147),
chr1	181460701	181460701	-	6.65255518390544e-16	7.21364994045678e-14	84	uc.1160	Ccdc121	(+50750),
chr1	181510842	181510842	-	2.62527762654282e-10	5.29554795696702e-09	66	uc.1161	Ccdc121	(+609),
chr1	181559803	181559803	+	2.27020634391784e-10	4.67431212830032e-09	42.6120218579235	uc.1162	Ccdc121	(-48353),
chr1	181782665	181782665	-	5.07913339867565e-08	4.89039470482322e-07	47.8279947345327	uc.1163	Lbr	(+59714)
chr1	181836034	181836034	-	2.1563507084305e-11	6.11076673898132e-10	41.304347826087	uc.1164	Lbr	(+6345),
chr1	181836151	181836151	-	1.17338276903632e-20	4.97043809432679e-18	69.5652173913043	uc.1165	Lbr	(+6228),
chr1	181839613	181839613	+	2.03903793159552e-07	1.60684553033833e-06	44.1653584510727	uc.1166	Lbr	(+2766),
chr1	186409777	186409777	+	4.04389423645543e-08	4.02492565861965e-07	47.2355769230769	uc.1223	Tgfb2	(+295923)
chr1	186433639	186433639	-	6.78984814424274e-06	3.11791859540842e-05	42	uc.1224	Tgfb2	(+272061),
chr1	186433660	186433660	-	6.78984814424274e-06	3.11791859540842e-05	42	uc.1225	Tgfb2	(+272040),
chr1	186668197	186668197	-	1.15770413516511e-09	1.90010139683499e-08	47.2222222222222	uc.1226	Tgfb2	(+37503),
chr1	186722485	186722485	-	4.22245458279752e-07	2.99002567820887e-06	42.5192193968066	uc.1227	Tgfb2	(-16786),
chr1	186722489	186722489	+	1.52355893428123e-11	4.50562637507235e-10	44.1666666666667	uc.1228	Tgfb2	(-16790),
chr1	190991471	190991471	+	6.79749223166442e-14	4.12462065724036e-12	43.7898089171974	uc.1277	Mfsd7b	(+34687)
chr1	190991471	190991471	+	6.79749223166442e-14	4.12462065724036e-12	43.7898089171974	uc.1277	Vash2	(-12470)
chr1	195264810	195264810	+	1.0762602265355e-09	1.78516154311469e-08	48.8888888888889	uc.1304	Cr2	(-88096)
chr1	195300889	195300889	+	3.53255286579971e-07	2.56919346161789e-06	45.4620010934937	uc.1305	Cr2	(-124175),
chr10	4353260	4353260	+	8.74517786084263e-09	1.08443519472381e-07	46.0446247464503	uc.1316	Zbtb2	(+34848)
chr10	13185178	13185178	-	3.83419204353988e-11	1.00556360226058e-09	-47.5409836065574	uc.1379	Ltv1	(+7990)
chr10	18320206	18320206	+	2.27166722912821e-13	1.18195072303818e-11	46.2823725981621	uc.1405	Ccdc28a	(-85211)
chr10	18363741	18363741	+	9.40905404003568e-12	2.97078011372112e-10	-46.7338217338217	uc.1406	Ccdc28a	(-128746),
chr10	18371238	18371238	+	9.65753832610653e-10	1.62472768438837e-08	-55.7957393483709	uc.1407	Ccdc28a	(-136243),
chr10	18371247	18371247	+	3.46604778882436e-07	2.52795972454318e-06	-46.8358395989975	uc.1408	Ccdc28a	(-136252),
chr10	18832434	18832434	+	3.93593170912645e-20	1.43577747344901e-17	49.2537313432836	uc.1411	Perp	(-12586),
chr10	18862724	18862724	-	4.98416548006559e-09	6.69522160904914e-08	56.1043285238624	uc.1412	Perp	(+17705),
chr10	18914402	18914402	-	2.24513514411273e-06	1.22686938014242e-05	47.8536585365854	uc.1413	Perp	(+69383)
chr10	22144212	22144212	+	1.29596016815486e-09	2.09696560997318e-08	50	uc.1433	E030030I06Rik	(+5058)
chr10	22144402	22144402	+	5.46521438229982e-05	0.000179645409940924	41.4728682170543	uc.1434	E030030I06Rik	(+4868),
chr10	24684534	24684534	-	5.76390935894836e-06	2.71723234479045e-05	47.8234943351222	uc.1444	Enpp1	(+27457)
chr10	29730877	29730877	+	9.27000717952422e-14	5.40699511126199e-12	-50.2437943262411	uc.1458	Cenpw	(+469683)
chr10	30236674	30236674	+	1.25055373919236e-08	1.47636473735196e-07	43.298969072165	uc.1459	Cenpw	(-36115),
chr10	30473117	30473117	-	5.54978368669571e-13	2.56111581211967e-11	-52.6339285714286	uc.1460	Cenpw	(-272558),
chr10	32937072	32937072	-	5.31036275983192e-09	7.0724286123773e-08	43.75	uc.1466	Trdn	(-146411),
chr10	32937080	32937080	-	5.31036275983192e-09	7.0724286123773e-08	43.75	uc.1467	Trdn	(-146403),
chr10	33548824	33548824	+	2.18474322133166e-08	2.37707232124031e-07	61.3953488372093	uc.1468	Trdn	(+465342),
chr10	33622697	33622697	+	9.69938296394294e-08	8.51259313012262e-07	47.3209404045927	uc.1469	Trdn	(+539215)
chr10	37637003	37637003	+	5.1190316441178e-06	2.45839916819806e-05	-50	uc.1475	Marcks	(-498084)
chr10	37646247	37646247	-	4.38745643289125e-16	5.00067387579166e-14	41.4634146341463	uc.1476	Marcks	(-507328),
chr10	37881111	37881111	-	3.23984738159506e-08	3.33172346319971e-07	-50	uc.1477	Marcks	(-742192),
chr10	37881130	37881130	+	8.85074556730132e-07	5.58268963095127e-06	-42.4076607387141	uc.1478	Marcks	(-742211),
chr10	37935666	37935666	-	1.81966690204738e-07	1.45789313114355e-06	-42.4242424242424	uc.1479	Marcks	(-796747),
chr10	40192746	40192746	+	1.20896779183219e-10	2.71903095917971e-09	44.2788461538462	uc.1488	Rpf2	(+54290)
chr10	40205776	40205776	-	4.41657590735501e-13	2.10111665473054e-11	-43.8461538461538	uc.1489	Rpf2	(+41260),
chr10	40216279	40216279	-	1.37748509004182e-07	1.15058654527171e-06	53.2395566922421	uc.1490	Rpf2	(+30757),
chr10	41425996	41425996	-	7.49592877110638e-13	3.32230377147807e-11	45.9770114942529	uc.1500	Ak9	(+122017)
chr10	41546877	41546877	-	2.67705756655254e-11	7.37857496115902e-10	-53.0612244897959	uc.1502	Cd164	(+27464),
chr10	41546952	41546952	-	5.69345836974752e-09	7.50777286472466e-08	42.8571428571429	uc.1503	Cd164	(+27539),
chr10	41546979	41546979	-	2.67705782439487e-11	7.37857496115902e-10	53.0612244897959	uc.1504	Cd164	(+27566)
chr10	43353291	43353291	-	1.34555854243548e-10	2.97561058843569e-09	46.2962962962963	uc.1526	Bend3	(-125540),
chr10	43424819	43424819	-	9.87581727990024e-23	7.76914668436112e-20	70.4081632653061	uc.1527	Bend3	(-54012)
chr10	44510677	44510677	+	7.29350809312019e-07	4.74206328105184e-06	-45.2162070139598	uc.1535	Prep	(-556526),
chr10	44925330	44925330	+	7.48324388264147e-07	4.84580977921988e-06	41.8181818181818	uc.1536	Prep	(-141873),
chr10	44925607	44925607	-	2.57783877890064e-09	3.78978770401326e-08	41.5384615384615	uc.1537	Prep	(-141596),
chr10	44997478	44997478	-	1.02124453758096e-15	1.04728493120848e-13	-42.3237724842003	uc.1538	Prep	(-69725),
chr10	45138240	45138240	+	3.43040027654422e-05	0.000121700931277084	41.2207357859532	uc.1539	Prep	(+71038),
chr10	45231559	45231559	-	1.15694920639798e-06	6.99907234267909e-06	40.6364749082007	uc.1540	Prep	(+164357)
chr10	57795976	57795976	-	5.00597966087424e-14	3.1655007493702e-12	46.7142857142857	uc.1570	Smpdl3a	(+1603)
chr10	60303447	60303447	-	1.82149058865883e-06	1.02801004146523e-05	-41.5012942191545	uc.1590	Psap	(+25820)
chr10	61363361	61363361	-	4.74981512265706e-19	1.28666053448328e-16	-58.7628865979381	uc.1623	Prf1	(+65529)
