chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr17	46703250	46703250	-	4.67187289168155e-17	8.52875040086168e-15	41.2926950885066	uc.114	Ppp2r5d	(+1752)
chr17	56648009	56648009	+	2.05938862704566e-27	5.42253470780991e-24	-50.2471765604276	uc.116	Catsperd	(+19867)
chr17	63203796	63203796	+	3.78369346271168e-19	1.1839162619769e-16	-47.4581454017277	uc.117	Efna5	(-322480)
chr17	63203796	63203796	+	3.78369346271168e-19	1.1839162619769e-16	-47.4581454017277	uc.117	Fbxl17	(+296221)
chr17	66008581	66008581	-	4.37427685075044e-24	4.81612996922219e-21	45.6530584565306	uc.118	Twsg1	(-57395)
chr19	31663550	31663550	+	5.928033583702e-23	4.95374998758256e-20	-45.1560935254931	uc.122	Prkg1	(+820)
chr19	38486363	38486363	+	4.79784775862627e-26	8.83901205163129e-23	-44.0357621294193	uc.123	Plce1	(-37834)
chr2	76932383	76932383	+	8.23370743235502e-45	7.66026990792642e-40	-55.5764005692845	uc.128	Ttn	(+47799)
chr2	90783777	90783777	-	9.5934218392668e-46	1.35079605077172e-40	60.4101028738533	uc.129	Mtch2	(-63454)
chr2	106920339	106920339	-	7.02600028696485e-31	5.10241012613223e-27	48.2721825494542	uc.131	Mpped2	(+227071),
chr2	106927147	106927147	-	4.78817155456512e-21	2.40794528777556e-18	40.6385281385281	uc.132	Mpped2	(+233879)
chr2	115776611	115776611	+	6.7740393031605e-19	1.99228467995925e-16	-50.6742640075973	uc.133	Meis2	(+288436)
chr2	127412514	127412514	+	9.67943220149154e-46	1.35079605077172e-40	-45.1069511121211	uc.135	Adra2b	(+49229)
chr2	172213649	172213649	+	8.58098835819503e-17	1.45948161110803e-14	-41.3843236409608	uc.138	Cbln4	(-170184)
chr2	174670837	174670837	+	1.24103389923213e-18	3.40925771772733e-16	-41.5811965811966	uc.141	Zfp831	(+27304)
chr3	20755707	20755707	-	3.84748291611284e-22	2.60644988957263e-19	-43.5388513513513	uc.145	Agtr1b	(-388531)
chr3	33070022	33070022	-	3.98275808804031e-27	9.75099587276354e-24	-54.4642857142857	uc.146	Usp13	(+252477)
chr3	158796632	158796632	-	3.86710106069604e-17	7.20515958265329e-15	-45.6239688015599	uc.154	Depdc1a	(-698801)
chr3	158796632	158796632	-	3.86710106069604e-17	7.20515958265329e-15	-45.6239688015599	uc.154	Lrrc7	(-234412)
chr4	36668674	36668674	-	5.3629972646017e-20	2.10624206318845e-17	40.0006185822096	uc.155	Lingo2	(-823471)
chr4	100247437	100247437	+	2.37473739877675e-19	7.82070277093004e-17	41.5725047080979	uc.162	Ror1	(+151647)
chr4	129294241	129294241	-	2.67302452235156e-23	2.41834173208054e-20	-43.5061728395062	uc.165	Rbbp4	(+41129)
chr4	131696400	131696400	-	5.003457515213e-29	2.0999959971126e-25	-42.7887901572112	uc.167	Matn1	(+752016)
chr5	28251590	28251590	+	7.82845804063792e-13	4.46550837391301e-11	-41.0156065821114	uc.177	Rbm33	(-65587)
chr5	30110443	30110443	-	2.30455881319672e-14	2.03327775745223e-12	-40.5797101449275	uc.178	3110082J24Rik	(-4358)
chr5	37027566	37027566	-	2.05981848888087e-20	8.96893379477322e-18	-44.8520738547459	uc.179	Wfs1	(-38362)
chr5	112874069	112874069	+	1.54165683403347e-24	1.9209213778801e-21	-40.9170013386881	uc.183	Sez6l	(-297095)
chr5	115403791	115403791	-	3.14127689043509e-26	6.2180899813119e-23	43.7206572769953	uc.185	Cox6a1	(-54811)
chr5	115470980	115470980	+	1.30842070761915e-15	1.62631341783036e-13	-44.3097913322632	uc.186	Sirt4	(+13745)
chr5	115520699	115520699	-	1.48742202446228e-17	3.06270086820327e-15	-40.2545896500992	uc.187	Rplp0	(-38768)
chr6	5119746	5119746	+	5.58884065046372e-34	9.40191746490942e-30	-49.7179239200516	uc.193	Pon1	(+74200)
chr6	42151307	42151307	+	6.21766715964822e-28	1.89312281059891e-24	41.2756039621711	uc.196	Tas2r144	(-64021)
chr6	89064671	89064671	+	2.66775211899281e-22	1.89221566069936e-19	-40.3303332761115	uc.198	Plxna1	(+297949)
chr6	90706690	90706690	-	1.29490795589381e-17	2.71130668876295e-15	40.0713907985193	uc.199	Iqsec1	(+103433)
chr6	90706690	90706690	-	1.29490795589381e-17	2.71130668876295e-15	40.0713907985193	uc.199	Slc41a3	(+101966)
chr6	94718121	94718121	+	2.82744904604122e-24	3.26774040252002e-21	-42.6527826922105	uc.200	Kbtbd8	(-399619)
chr6	117749365	117749365	+	2.16362119843273e-18	5.56160966254429e-16	-42.4038461538462	uc.202	Cxcl12	(+580789)
chr6	120803481	120803481	+	1.34603808109535e-22	1.02367283404369e-19	-42.3696061573733	uc.203	Atp6v1e1	(+19312)
chr6	123281939	123281939	-	2.4404726179095e-28	8.35768937976961e-25	-46.9453740994952	uc.204	Clec4d	(+19823)
chr6	128022650	128022650	+	1.08209078000651e-18	3.02169616842573e-16	-40.5437624980772	uc.206	Tspan9	(+120913)
chr7	16885156	16885156	+	7.83943281663074e-27	1.77168937512816e-23	-46.0501640881388	uc.208	Gng8	(-6630)
chr7	35156700	35156700	-	5.8169431555408e-22	3.7582093499825e-19	-41.7616701853155	uc.211	Slc7a10	(-29685)
chr7	36415239	36415239	-	7.18678024724247e-30	3.85745543653632e-26	-43.9171559034573	uc.212	Zfp507	(-612251)
chr7	80846227	80846227	+	1.94605126242488e-24	2.35132245833852e-21	-54.9013515612863	uc.214	Zscan2	(-15881)
chr7	81038087	81038087	+	4.93434523951385e-21	2.46811407732226e-18	42.6659017020463	uc.215	Zfp592	(+44407)
chr7	130655662	130655662	+	1.10314691952978e-22	8.61245976770894e-20	45.5980293768817	uc.222	Tacc2	(+78179)
chr7	130981792	130981792	+	4.25620852356437e-19	1.31627181585618e-16	-43.7259804602491	uc.223	Dmbt1	(-50288)
chr8	15077365	15077365	+	2.26130266362773e-16	3.46496948636161e-14	-40.5950677756493	uc.226	Myom2	(+19713)
chr8	23360378	23360378	-	2.38593194245449e-16	3.63696902974082e-14	-42.3450336071695	uc.227	Sfrp1	(-51124)
chr8	47326860	47326860	-	2.03714982138929e-28	7.10727105753927e-25	50.2770258839452	uc.228	Stox2	(-37459)
chr8	47326860	47326860	-	2.03714982138929e-28	7.10727105753927e-25	50.2770258839452	uc.228	Trappc11	(+206607)
chr8	117488772	117488772	-	3.002970014798e-21	1.60298538315915e-18	-42.9148910749134	uc.234	Cmip	(+231709)
chr8	117813927	117813927	-	6.18465135812459e-23	5.15276470339436e-20	43.9535672258013	uc.235	Cdh13	(-469806)
chr8	121253863	121253863	+	1.22171116031854e-33	1.79467096197703e-29	42.0989322881471	uc.236	1700018B08Rik	(+288091)
chr8	121292637	121292637	-	1.16818361928647e-17	2.46464149596721e-15	-40.0619144268815	uc.237	1700018B08Rik	(+249317),
chr8	125091604	125091604	+	2.83680701346861e-30	1.70273371271724e-26	-49.4228446154534	uc.239	Sipa1l2	(+478204)
chr9	53582511	53582511	+	1.00327221266079e-13	7.34767148658593e-12	-40.9576688653252	uc.245	Acat1	(+27871)
chr9	53582511	53582511	+	1.00327221266079e-13	7.34767148658593e-12	-40.9576688653252	uc.245	Npat	(+45465)
chr9	102793566	102793566	+	3.73666530013873e-27	9.18878803073869e-24	-43.8979700081971	uc.248	Ryk	(-41351)
chrX	13486117	13486117	-	4.29097130768157e-21	2.19750060841545e-18	-41.8879202988792	uc.255	Gpr34	(-145972)
chrX	13486117	13486117	-	4.29097130768157e-21	2.19750060841545e-18	-41.8879202988792	uc.255	Nyx	(+20008)
chrX	81259404	81259404	-	1.41303245768826e-34	2.92138143478575e-30	47.5809073444658	uc.258	Tmem47	(+188689)
